Date,Open,High,Low,Close,Adj Close,Volume
2018-03-26,90.610001,94.000000,90.400002,93.779999,91.019112,56396800
2018-03-27,94.940002,95.139999,88.510002,89.470001,86.835999,56569000
2018-03-28,89.820000,91.230003,88.870003,89.389999,86.758347,52501100
2018-03-29,90.180000,92.290001,88.400002,91.269997,88.583000,45867500
2018-04-02,90.470001,90.879997,87.510002,88.519997,85.913963,48515400
2018-04-03,89.580002,90.050003,87.889999,89.709999,87.068924,37213800
2018-04-04,87.849998,92.760002,87.730003,92.330002,89.611801,35560000
2018-04-05,92.440002,93.070000,91.400002,92.379997,89.660324,29771900
2018-04-06,91.489998,92.459999,89.480003,90.230003,87.573624,38026000
2018-04-09,91.040001,93.169998,90.620003,90.769997,88.097717,31533900
2018-04-10,92.389999,93.279999,91.639999,92.879997,90.145599,26812000
2018-04-11,92.010002,93.290001,91.480003,91.860001,89.155632,24872100
2018-04-12,92.430000,94.160004,92.430000,93.580002,90.824997,26758900
2018-04-13,94.050003,94.180000,92.440002,93.080002,90.339714,23346100
2018-04-16,94.070000,94.660004,93.419998,94.169998,91.397629,20288100
2018-04-17,95.000000,96.540001,94.879997,96.070000,93.241684,26771000
2018-04-18,96.220001,96.720001,95.519997,96.440002,93.600800,21043300
2018-04-19,96.440002,97.070000,95.339996,96.110001,93.280510,23552500
2018-04-20,95.910004,96.110001,94.050003,95.000000,92.203186,31154400
2018-04-23,95.739998,96.290001,94.629997,95.349998,92.542877,22331800
2018-04-24,96.239998,96.470001,92.410004,93.120003,90.378532,34524800
2018-04-25,93.300003,93.300003,90.279999,92.309998,89.592384,33729300
2018-04-26,93.550003,95.150002,93.099998,94.260002,91.484978,42529000
2018-04-27,97.599998,97.900002,93.910004,95.820000,92.999054,48272800
2018-04-30,96.330002,96.400002,93.150002,93.519997,90.766754,41523600
2018-05-01,93.209999,95.290001,92.790001,95.000000,92.203186,31408900
2018-05-02,94.989998,95.169998,93.190002,93.510002,90.757065,27471000
2018-05-03,92.959999,94.930000,92.449997,94.070000,91.300568,31142500
2018-05-04,93.320000,95.370003,92.919998,95.160004,92.358482,22531300
2018-05-07,95.169998,96.709999,95.099998,96.220001,93.387268,24242000
2018-05-08,95.849998,96.160004,95.059998,95.809998,92.989342,23484600
2018-05-09,96.010002,96.970001,95.050003,96.940002,94.086067,27327400
2018-05-10,97.459999,97.949997,97.050003,97.910004,95.027519,22388100
2018-05-11,97.800003,97.870003,97.040001,97.699997,94.823692,16778300
2018-05-14,97.919998,98.690002,97.309998,98.029999,95.143990,19454100
2018-05-15,97.239998,97.849998,96.339996,97.320000,94.454895,24594000
2018-05-16,97.360001,97.400002,96.620003,97.150002,94.698578,17384700
2018-05-17,96.760002,97.540001,95.830002,96.180000,93.753059,17246700
2018-05-18,96.010002,96.930000,96.010002,96.360001,93.928513,17865800
2018-05-21,97.000000,98.010002,96.800003,97.599998,95.137230,19422500
2018-05-22,97.680000,98.169998,97.199997,97.500000,95.039757,15441200
2018-05-23,96.709999,98.730003,96.320000,98.660004,96.170479,21251200
2018-05-24,98.730003,98.940002,96.809998,98.309998,95.829315,26649300
2018-05-25,98.300003,98.980003,97.860001,98.360001,95.878052,18363900
2018-05-29,97.839996,98.879997,97.230003,98.010002,95.536873,28671000
2018-05-30,98.309998,99.250000,97.910004,98.949997,96.453156,22158500
2018-05-31,99.290001,99.989998,98.610001,98.839996,96.345940,34140900
2018-06-01,99.279999,100.860001,99.169998,100.790001,98.246735,28655600
2018-06-04,101.260002,101.860001,100.849998,101.669998,99.104530,27281600
2018-06-05,102.000000,102.330002,101.529999,102.190002,99.611412,23514400
2018-06-06,102.480003,102.599998,101.900002,102.489998,99.903839,21122900
2018-06-07,102.650002,102.690002,100.379997,100.879997,98.334465,28232200
2018-06-08,101.089996,101.949997,100.540001,101.629997,99.065529,22165100
2018-06-11,101.010002,101.589996,100.669998,101.050003,98.500175,23490900
2018-06-12,101.099998,101.449997,100.750000,101.309998,98.753616,18325200
2018-06-13,101.720001,102.010002,100.559998,100.849998,98.305222,29492900
2018-06-14,101.650002,102.029999,101.000000,101.419998,98.860840,25691800
2018-06-15,101.510002,101.529999,100.070000,100.129997,97.603386,65738600
2018-06-18,100.010002,101.110001,99.419998,100.860001,98.314972,23586000
2018-06-19,99.650002,101.000000,99.500000,100.860001,98.314972,28653100
2018-06-20,101.370003,102.519997,101.120003,101.870003,99.299484,26180800
2018-06-21,102.080002,102.459999,100.879997,101.139999,98.587906,23198200
2018-06-22,100.410004,100.769997,99.629997,100.410004,97.876328,38923100
2018-06-25,100.000000,100.110001,97.300003,98.389999,95.907303,35433300
2018-06-26,98.820000,100.080002,98.750000,99.080002,96.579887,26897200
2018-06-27,99.580002,100.019997,97.400002,97.540001,95.078751,31298400
2018-06-28,97.379997,99.110001,97.260002,98.629997,96.141235,26650700
2018-06-29,98.930000,99.910004,98.330002,98.610001,96.121750,28053200
2018-07-02,98.099998,100.059998,98.000000,100.010002,97.486420,19564500
2018-07-03,100.480003,100.629997,98.940002,99.050003,96.550652,14670300
2018-07-05,99.500000,99.919998,99.029999,99.760002,97.242729,18977400
2018-07-06,99.889999,101.430000,99.669998,101.160004,98.607407,19234600
2018-07-09,101.650002,102.250000,101.250000,101.849998,99.279984,18212000
2018-07-10,102.000000,102.510002,101.860001,102.120003,99.543167,19293100
2018-07-11,101.150002,102.339996,101.099998,101.980003,99.406708,19644600
2018-07-12,102.769997,104.410004,102.730003,104.190002,101.560951,24335900
2018-07-13,104.370003,105.599998,104.089996,105.430000,102.769653,24635200
2018-07-16,105.400002,105.820000,104.519997,104.910004,102.262772,21786900
2018-07-17,104.610001,106.500000,104.320000,105.949997,103.276535,25901700
2018-07-18,105.940002,106.050003,104.720001,105.120003,102.467468,29493900
2018-07-19,104.930000,105.309998,103.889999,104.400002,101.765648,40171600
2018-07-20,108.080002,108.199997,106.080002,106.269997,103.588448,56004000
2018-07-23,106.300003,108.139999,106.129997,107.970001,105.245567,29707000
2018-07-24,108.570000,108.820000,107.260002,107.660004,104.943382,26316600
2018-07-25,107.959999,111.150002,107.599998,110.830002,108.033386,30702100
2018-07-26,110.739998,111.000000,109.500000,109.620003,106.853928,31372100
2018-07-27,110.180000,110.180000,106.139999,107.680000,104.962875,37005300
2018-07-30,107.190002,107.529999,104.760002,105.370003,102.711166,34668300
2018-07-31,106.489998,106.720001,105.379997,106.080002,103.403252,27655200
2018-08-01,106.029999,106.449997,105.419998,106.279999,103.598206,23628700
2018-08-02,105.400002,108.089996,104.839996,107.570000,104.855652,26104300
2018-08-03,107.800003,108.050003,106.820000,108.040001,105.313797,18659600
2018-08-06,108.120003,108.419998,107.559998,108.129997,105.401520,20265900
2018-08-07,108.559998,109.099998,108.169998,108.879997,106.132599,16080200
2018-08-08,109.330002,109.750000,108.760002,109.489998,106.727203,15487500
2018-08-09,109.709999,110.160004,109.599998,109.669998,106.902657,13677200
2018-08-10,109.419998,109.690002,108.379997,109.000000,106.249573,18183700
2018-08-13,109.239998,109.580002,108.099998,108.209999,105.479500,18472500
2018-08-14,108.559998,109.750000,108.040001,109.559998,106.795441,16788300
2018-08-15,108.489998,108.989998,106.820000,107.660004,105.347237,29982800
2018-08-16,108.300003,108.860001,107.300003,107.639999,105.327660,21384300
2018-08-17,107.360001,107.900002,106.690002,107.580002,105.268959,18061500
2018-08-20,107.510002,107.900002,106.480003,106.870003,104.574219,17914200
2018-08-21,106.919998,107.349998,105.849998,105.980003,103.703331,22881900
2018-08-22,105.849998,107.339996,105.779999,107.059998,104.760117,18000600
2018-08-23,107.150002,108.180000,106.870003,107.559998,105.249374,18167700
2018-08-24,107.669998,108.559998,107.559998,108.400002,106.071335,17234000
2018-08-27,109.269997,109.639999,108.510002,109.599998,107.245552,19662300
2018-08-28,109.940002,110.500000,109.790001,110.260002,107.891388,19151500
2018-08-29,110.449997,112.029999,110.269997,112.019997,109.613571,20818000
2018-08-30,111.669998,112.610001,111.440002,111.949997,109.545074,22798700
2018-08-31,111.690002,112.779999,111.519997,112.330002,109.916916,23222700
2018-09-04,110.849998,111.959999,110.220001,111.709999,109.310234,22634600
2018-09-05,111.010002,111.419998,108.099998,108.489998,106.159401,32872400
2018-09-06,108.250000,108.989998,107.510002,108.739998,106.404030,23477600
2018-09-07,108.230003,108.720001,107.230003,108.209999,105.885422,22498600
2018-09-10,108.839996,109.639999,108.360001,109.379997,107.030289,20727900
2018-09-11,108.900002,111.589996,108.889999,111.239998,108.850319,24301800
2018-09-12,111.430000,111.849998,110.510002,111.709999,109.310234,18891100
2018-09-13,112.120003,113.730003,112.120003,112.910004,110.484451,26055600
2018-09-14,113.360001,113.730003,112.440002,113.370003,110.934570,19122300
2018-09-17,113.690002,113.699997,111.860001,112.139999,109.730995,20736500
