Date,Open,High,Low,Close,Adj Close,Volume
2018-12-12,170.399994,171.919998,169.020004,169.100006,166.202438,35627700
2018-12-13,170.490005,172.570007,169.550003,170.949997,168.020721,31898600
2018-12-14,169.000000,169.080002,165.279999,165.479996,162.644440,40703700
2018-12-17,165.449997,168.350006,162.729996,163.940002,161.130859,44287900
2018-12-18,165.380005,167.529999,164.389999,166.070007,163.224365,33841500
2018-12-19,166.000000,167.449997,159.089996,160.889999,158.133102,49047300
2018-12-20,160.399994,162.110001,155.300003,156.830002,154.142670,64773000
2018-12-21,156.860001,158.160004,149.630005,150.729996,148.147202,95744600
2018-12-24,148.149994,151.550003,146.589996,146.830002,144.314041,37169200
2018-12-26,148.300003,157.229996,146.720001,157.169998,154.476852,58582500
2018-12-27,155.839996,156.770004,150.070007,156.149994,153.474335,53117100
2018-12-28,157.500000,158.520004,154.550003,156.229996,153.552979,42291400
2018-12-31,158.529999,159.360001,156.479996,157.740005,155.037109,35003500
2019-01-02,154.889999,158.850006,154.229996,157.919998,155.214005,37039700
2019-01-03,143.979996,145.720001,142.000000,142.190002,139.753540,91312200
2019-01-04,144.529999,148.550003,143.800003,148.259995,145.719513,58607100
2019-01-07,148.699997,148.830002,145.899994,147.929993,145.395203,54777800
2019-01-08,149.559998,151.820007,148.520004,150.750000,148.166870,41025300
2019-01-09,151.289993,154.529999,149.630005,153.309998,150.682983,45099100
2019-01-10,152.500000,153.970001,150.860001,153.800003,151.164627,35780700
2019-01-11,152.880005,153.699997,151.509995,152.289993,149.680466,27023200
2019-01-14,150.850006,151.270004,149.220001,150.000000,147.429718,32439200
2019-01-15,150.270004,153.389999,150.050003,153.070007,150.447128,28710900
2019-01-16,153.080002,155.880005,153.000000,154.940002,152.285080,30569700
2019-01-17,154.199997,157.660004,153.259995,155.860001,153.189301,29821200
2019-01-18,157.500000,157.880005,155.979996,156.820007,154.132858,33751000
2019-01-22,156.410004,156.729996,152.619995,153.300003,150.673172,30394000
2019-01-23,154.149994,155.139999,151.699997,153.919998,151.282547,23130600
2019-01-24,154.110001,154.479996,151.740005,152.699997,150.083435,25441500
2019-01-25,155.479996,158.130005,154.320007,157.759995,155.056747,33535500
2019-01-28,155.789993,156.330002,153.660004,156.300003,153.621765,26192100
2019-01-29,156.250000,158.130005,154.110001,154.679993,152.029510,41587200
2019-01-30,163.250000,166.149994,160.229996,165.250000,162.418411,61109800
2019-01-31,166.110001,169.000000,164.559998,166.440002,163.587997,40739600
2019-02-01,166.960007,168.979996,165.929993,166.520004,163.666641,32668100
2019-02-04,167.410004,171.660004,167.279999,171.250000,168.315582,31495500
2019-02-05,172.860001,175.080002,172.350006,174.179993,171.195389,36101600
2019-02-06,174.649994,175.570007,172.850006,174.240005,171.254364,28239600
2019-02-07,172.399994,173.940002,170.339996,170.940002,168.010910,31741700
2019-02-08,168.990005,170.660004,168.419998,170.410004,168.208328,23820000
2019-02-11,171.050003,171.210007,169.250000,169.429993,167.240967,20993400
2019-02-12,170.100006,171.000000,169.699997,170.889999,168.682114,22283500
2019-02-13,171.389999,172.479996,169.919998,170.179993,167.981277,22490200
2019-02-14,169.710007,171.259995,169.380005,170.800003,168.593292,21835700
2019-02-15,171.250000,171.699997,169.750000,170.419998,168.218201,24626800
2019-02-19,169.710007,171.440002,169.490005,170.929993,168.721588,18972800
2019-02-20,171.190002,173.320007,170.990005,172.029999,169.807388,26114400
2019-02-21,171.800003,172.369995,170.300003,171.059998,168.849930,17249700
2019-02-22,171.580002,173.000000,171.380005,172.970001,170.735229,18913200
2019-02-25,174.160004,175.869995,173.949997,174.229996,171.978958,21873400
2019-02-26,173.710007,175.300003,173.169998,174.330002,172.077667,17070200
2019-02-27,173.210007,175.000000,172.729996,174.869995,172.610687,27835400
2019-02-28,174.320007,174.910004,172.919998,173.149994,170.912918,28215400
2019-03-01,174.279999,175.149994,172.889999,174.970001,172.709381,25886200
2019-03-04,175.690002,177.750000,173.970001,175.850006,173.578033,27436200
2019-03-05,175.940002,176.000000,174.539993,175.529999,173.262161,19737400
2019-03-06,174.669998,175.490005,173.940002,174.520004,172.265228,20810400
2019-03-07,173.869995,174.440002,172.020004,172.500000,170.271317,24796400
2019-03-08,170.320007,173.070007,169.500000,172.910004,170.676025,23999400
2019-03-11,175.490005,179.119995,175.350006,178.899994,176.588608,32011000
2019-03-12,180.000000,182.669998,179.369995,180.910004,178.572662,32467600
2019-03-13,182.250000,183.300003,180.919998,181.710007,179.362320,31032500
2019-03-14,183.899994,184.100006,182.559998,183.729996,181.356216,23579500
2019-03-15,184.850006,187.330002,183.740005,186.119995,183.715332,39042900
2019-03-18,185.800003,188.389999,185.789993,188.020004,185.590805,26219800
2019-03-19,188.350006,188.990005,185.919998,186.529999,184.120056,31646400
2019-03-20,186.229996,189.490005,184.729996,188.160004,185.728989,31035200
2019-03-21,190.020004,196.330002,189.809998,195.089996,192.569427,51034200
2019-03-22,195.339996,197.690002,190.779999,191.050003,188.581650,42407700
2019-03-25,191.509995,191.979996,186.600006,188.740005,186.301483,43845300
2019-03-26,191.660004,192.880005,184.580002,186.789993,184.376678,49800500
2019-03-27,188.750000,189.759995,186.550003,188.470001,186.034973,29848400
2019-03-28,188.949997,189.559998,187.529999,188.720001,186.281738,20780400
2019-03-29,189.830002,190.080002,188.539993,189.949997,187.495865,23564000
2019-04-01,191.639999,191.679993,188.380005,191.240005,188.769211,27862000
2019-04-02,191.089996,194.460007,191.050003,194.020004,191.513290,22765700
2019-04-03,193.250000,196.500000,193.149994,195.350006,192.826111,23271800
2019-04-04,194.789993,196.369995,193.139999,195.690002,193.161682,19114300
2019-04-05,196.449997,197.100006,195.929993,197.000000,194.454758,18526600
2019-04-08,196.419998,200.229996,196.339996,200.100006,197.514709,25881700
2019-04-09,200.320007,202.850006,199.229996,199.500000,196.922470,35768200
2019-04-10,198.679993,200.740005,198.179993,200.619995,198.027985,21695300
2019-04-11,200.850006,201.000000,198.440002,198.949997,196.379578,20900800
2019-04-12,199.199997,200.139999,196.210007,198.869995,196.300613,27760700
2019-04-15,198.580002,199.850006,198.009995,199.229996,196.655960,17536600
2019-04-16,199.460007,201.369995,198.559998,199.250000,196.675705,25696400
2019-04-17,199.539993,203.380005,198.610001,203.130005,200.505585,28906800
2019-04-18,203.119995,204.149994,202.520004,203.860001,201.226151,24195800
2019-04-22,202.830002,204.940002,202.339996,204.529999,201.887497,19439500
2019-04-23,204.429993,207.750000,203.899994,207.479996,204.799362,23323000
2019-04-24,207.360001,208.479996,207.050003,207.160004,204.483505,17540600
2019-04-25,206.830002,207.759995,205.119995,205.279999,202.627808,18543200
2019-04-26,204.899994,205.000000,202.119995,204.300003,201.660461,18649100
2019-04-29,204.399994,205.970001,203.860001,204.610001,201.966461,22204700
2019-04-30,203.059998,203.399994,199.110001,200.669998,198.077362,46534900
2019-05-01,209.880005,215.309998,209.229996,210.520004,207.800110,64827300
2019-05-02,209.839996,212.649994,208.130005,209.149994,206.447800,31996300
2019-05-03,210.889999,211.839996,210.229996,211.750000,209.014221,20892400
2019-05-06,204.289993,208.839996,203.500000,208.479996,205.786469,32443100
2019-05-07,205.880005,207.419998,200.830002,202.860001,200.239075,38763700
2019-05-08,201.899994,205.339996,201.750000,202.899994,200.278534,26339500
2019-05-09,200.399994,201.679993,196.660004,200.720001,198.126709,34908600
2019-05-10,197.419998,198.850006,192.770004,197.179993,195.381973,41208700
2019-05-13,187.710007,189.479996,182.850006,185.720001,184.026489,57430600
2019-05-14,186.410004,189.699997,185.410004,188.660004,186.939667,36529700
2019-05-15,186.270004,191.750000,186.020004,190.919998,189.179062,26544700
2019-05-16,189.910004,192.470001,188.839996,190.080002,188.346725,33031400
2019-05-17,186.929993,190.899994,186.759995,189.000000,187.276581,32879100
2019-05-20,183.520004,184.350006,180.279999,183.089996,181.420471,38612300
2019-05-21,185.220001,188.000000,184.699997,186.600006,184.898468,28364800
2019-05-22,184.660004,185.710007,182.550003,182.779999,181.113281,29748600
2019-05-23,179.800003,180.539993,177.809998,179.660004,178.021744,36529700
2019-05-24,180.199997,182.139999,178.619995,178.970001,177.338043,23714700
2019-05-28,178.919998,180.589996,177.910004,178.229996,176.604782,27948200
2019-05-29,176.419998,179.350006,176.000000,177.380005,175.762527,28481200
2019-05-30,177.949997,179.229996,176.669998,178.300003,176.674149,21218400
2019-05-31,176.229996,177.990005,174.990005,175.070007,173.473602,27043600
2019-06-03,175.600006,177.919998,170.270004,173.300003,171.719727,40396100
2019-06-04,175.440002,179.830002,174.520004,179.639999,178.001923,30968000
2019-06-05,184.279999,184.990005,181.139999,182.539993,180.875458,29773400
2019-06-06,183.080002,185.470001,182.149994,185.220001,183.531036,22526300
2019-06-07,186.509995,191.919998,185.770004,190.149994,188.416077,30684400
2019-06-10,191.809998,195.369995,191.619995,192.580002,190.823929,26220900
2019-06-11,194.860001,196.000000,193.600006,194.809998,193.033585,26932900
2019-06-12,193.949997,195.970001,193.389999,194.190002,192.419250,18221800
2019-06-13,194.699997,196.789993,193.600006,194.149994,192.379593,21674600
2019-06-14,191.550003,193.589996,190.300003,192.740005,190.982468,18761500
2019-06-17,192.899994,194.960007,192.169998,193.889999,192.121979,14669100
2019-06-18,196.050003,200.289993,195.210007,198.449997,196.640396,26551000
2019-06-19,199.679993,199.880005,197.309998,197.869995,196.065689,21124200
2019-06-20,200.369995,200.610001,198.029999,199.460007,197.641190,21514000
2019-06-21,198.800003,200.850006,198.149994,198.779999,196.967377,47800600
2019-06-24,198.539993,200.160004,198.169998,198.580002,196.769211,18220400
2019-06-25,198.429993,199.259995,195.289993,195.570007,193.786667,21070300
2019-06-26,197.770004,200.990005,197.350006,199.800003,197.978088,26067500
2019-06-27,200.289993,201.570007,199.570007,199.740005,197.918640,20899700
2019-06-28,198.679993,199.500000,197.050003,197.919998,196.115219,31110600
2019-07-01,203.169998,204.490005,200.649994,201.550003,199.712143,27316700
2019-07-02,201.410004,203.130005,201.360001,202.729996,200.881363,16935200
2019-07-03,203.279999,204.440002,202.690002,204.410004,202.546051,11362000
2019-07-05,203.350006,205.080002,202.899994,204.229996,202.367676,17265500
2019-07-08,200.809998,201.399994,198.410004,200.020004,198.196075,25338600
2019-07-09,199.199997,201.509995,198.809998,201.240005,199.404968,20578000
2019-07-10,201.850006,203.729996,201.559998,203.229996,201.376816,17897100
2019-07-11,203.309998,204.389999,201.710007,201.750000,199.910309,20191800
2019-07-12,202.449997,204.000000,202.199997,203.300003,201.446182,17595200
2019-07-15,204.089996,205.869995,204.000000,205.210007,203.338760,16947400
2019-07-16,204.589996,206.110001,203.500000,204.500000,202.635223,16866800
2019-07-17,204.050003,205.089996,203.270004,203.350006,201.495712,14107500
2019-07-18,204.000000,205.880005,203.699997,205.660004,203.784653,18582200
2019-07-19,205.789993,206.500000,202.360001,202.589996,200.742645,20929300
2019-07-22,203.649994,207.229996,203.610001,207.220001,205.330429,22277900
2019-07-23,208.460007,208.910004,207.289993,208.839996,206.935638,18355200
2019-07-24,207.669998,209.149994,207.169998,208.669998,206.767212,14991600
2019-07-25,208.889999,209.240005,206.729996,207.020004,205.132263,13909600
2019-07-26,207.479996,209.729996,207.139999,207.740005,205.845688,17618900
2019-07-29,208.460007,210.639999,208.440002,209.679993,207.767990,21673400
2019-07-30,208.759995,210.160004,207.309998,208.779999,206.876190,33935700
2019-07-31,216.419998,221.369995,211.300003,213.039993,211.097366,69281400
2019-08-01,213.899994,218.029999,206.740005,208.429993,206.529373,54017900
2019-08-02,205.529999,206.429993,201.630005,204.020004,202.159607,40862100
2019-08-05,197.990005,198.649994,192.580002,193.339996,191.576981,52393000
2019-08-06,196.309998,198.070007,194.039993,197.000000,195.203613,35824800
2019-08-07,195.410004,199.559998,193.820007,199.039993,197.225006,33364400
2019-08-08,200.199997,203.529999,199.389999,203.429993,201.574982,27009500
2019-08-09,201.300003,202.759995,199.289993,200.990005,199.913925,24619700
2019-08-12,199.619995,202.050003,199.149994,200.479996,199.406647,22474900
2019-08-13,201.020004,212.139999,200.479996,208.970001,207.851212,47218500
2019-08-14,203.160004,206.440002,202.589996,202.750000,201.664505,36547400
2019-08-15,203.460007,205.139999,199.669998,201.740005,200.659912,27227400
2019-08-16,204.279999,207.160004,203.839996,206.500000,205.394424,27620400
2019-08-19,210.619995,212.729996,210.029999,210.350006,209.223816,24413600
2019-08-20,210.880005,213.350006,210.320007,210.360001,209.233765,26884300
2019-08-21,212.990005,213.649994,211.600006,212.639999,211.501556,21535400
2019-08-22,213.190002,214.440002,210.750000,212.460007,211.322525,22253700
2019-08-23,209.429993,212.050003,201.000000,202.639999,201.555099,46818000
2019-08-26,205.860001,207.190002,205.059998,206.490005,205.384476,26043600
2019-08-27,207.860001,208.550003,203.529999,204.160004,203.066956,25873300
2019-08-28,204.100006,205.720001,203.320007,205.529999,204.429626,15938800
2019-08-29,208.500000,209.320007,206.660004,209.009995,207.890976,20990500
2019-08-30,210.160004,210.449997,207.199997,208.740005,207.622437,21143400
2019-09-03,206.429993,206.979996,204.220001,205.699997,204.598694,20023000
2019-09-04,208.389999,209.479996,207.320007,209.190002,208.070038,19188100
2019-09-05,212.000000,213.970001,211.509995,213.279999,212.138123,23913700
2019-09-06,214.050003,214.419998,212.509995,213.259995,212.118225,19362300
2019-09-09,214.839996,216.440002,211.070007,214.169998,213.023361,27309400
2019-09-10,213.860001,216.779999,211.710007,216.699997,215.539810,31777900
2019-09-11,218.070007,223.710007,217.729996,223.589996,222.392929,44289600
2019-09-12,224.800003,226.419998,222.860001,223.089996,221.895599,32226700
2019-09-13,220.000000,220.789993,217.020004,218.750000,217.578842,39763300
2019-09-16,217.729996,220.130005,217.559998,219.899994,218.722687,21158100
2019-09-17,219.960007,220.820007,219.119995,220.699997,219.518402,18318700
2019-09-18,221.059998,222.850006,219.440002,222.770004,221.577332,25340000
2019-09-19,222.009995,223.759995,220.369995,220.960007,219.777023,22060600
2019-09-20,221.380005,222.559998,217.470001,217.729996,216.564285,55413100
2019-09-23,218.949997,219.839996,217.649994,218.720001,217.548996,19165500
2019-09-24,221.029999,222.490005,217.190002,217.679993,216.514557,31190800
2019-09-25,218.550003,221.500000,217.139999,221.029999,219.846634,21903400
2019-09-26,220.000000,220.940002,218.830002,219.889999,218.712738,18833500
2019-09-27,220.539993,220.960007,217.279999,218.820007,217.648483,25352000
2019-09-30,220.899994,224.580002,220.789993,223.970001,222.770889,25977400
2019-10-01,225.070007,228.220001,224.199997,224.589996,223.387573,34805800
2019-10-02,223.059998,223.580002,217.929993,218.960007,217.787720,34612300
2019-10-03,218.429993,220.960007,215.130005,220.820007,219.637756,28606500
2019-10-04,225.639999,227.490005,223.889999,227.009995,225.794617,34619700
2019-10-07,226.270004,229.929993,225.839996,227.059998,225.844345,30576500
